[2026-02-15 16:05:51,994][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/hubert-large-ls960-ft/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
[2026-02-15 16:06:01,256][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-02-15 16:06:01,461][httpx][INFO] - HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=librispeech_asr "HTTP/1.1 404 Not Found"
[2026-02-15 16:06:01,639][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:01,814][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 16:06:01,993][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:02,444][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-02-15 16:06:02,640][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:02,824][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 16:06:03,299][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:03,488][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 16:06:03,684][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:03,862][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 16:06:04,079][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 16:06:04,551][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 404 Not Found"
