[2026-02-15 11:47:54,971][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
[2026-02-15 11:47:56,566][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/wav2vec2-base/0b5b8e868dd84f03fd87d01f9c4ff0f080fecfe8/tokenizer_config.json "HTTP/1.1 200 OK"
[2026-02-15 11:47:56,696][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
[2026-02-15 11:47:56,825][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:47:56,961][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:56,974][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/wav2vec2-base/0b5b8e868dd84f03fd87d01f9c4ff0f080fecfe8/config.json "HTTP/1.1 200 OK"
[2026-02-15 11:47:58,429][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:58,554][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:58,566][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/openslr/librispeech_asr/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/README.md "HTTP/1.1 200 OK"
[2026-02-15 11:47:58,695][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/librispeech_asr.py "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:58,820][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/librispeech_asr.py "HTTP/1.1 404 Not Found"
[2026-02-15 11:47:59,237][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/librispeech_asr/librispeech_asr.py "HTTP/1.1 404 Not Found"
[2026-02-15 11:47:59,386][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/revision/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1 "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:59,568][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/revision/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1 "HTTP/1.1 200 OK"
[2026-02-15 11:47:59,704][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:47:59,833][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-02-15 11:48:00,029][httpx][INFO] - HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=librispeech_asr "HTTP/1.1 404 Not Found"
[2026-02-15 11:48:00,155][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:00,296][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:48:00,424][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:00,560][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:48:00,690][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:00,828][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:48:00,974][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:01,116][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:48:01,314][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:01,446][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-15 11:48:01,611][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:01,758][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-02-15 11:48:01,932][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:02,065][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:48:02,200][httpx][INFO] - HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdd236468d709f181ea4/072c4594d24ec2ca80ed648ea29902a5868d77a01619b008da4a9eee38896aa1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260215T114802Z&X-Amz-Expires=3600&X-Amz-Signature=7b0046a087f0198c60c338d19ab83d3d289a9af86a4577ceb5228d5dc5c59cbb&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%270000.parquet%3B+filename%3D%220000.parquet%22%3B&x-id=GetObject&Expires=1771159682&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MTE1OTY4Mn19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRkMjM2NDY4ZDcwOWYxODFlYTQvMDcyYzQ1OTRkMjRlYzJjYTgwZWQ2NDhlYTI5OTAyYTU4NjhkNzdhMDE2MTliMDA4ZGE0YTllZWUzODg5NmFhMSoifV19&Signature=u0x85Bh8tk41tApWM6ePeORZK7hifEt4kUr7hsKmO5fSUDpGs3XBBKL7QZbzWaHXVbVZs7%7EnCrBjDKb9RwLK5nEghuquwH2wrdctd2fpDkh2hEuJxayKbfHsCGcMGK8Dix6kILmj8AsnA-5fTd-seS-exspL8mVT3pAQbmqWwOmpAI5hq1XziwHfq-he-ia13ObvXvRodXoDQH5AHXu-WVEv7Bvw5S3pMpNcE3t-rngr75sgI0WUSmn9AhSEHleTg1RWStiZal74JFeH%7EzM2wySvPbquNLg%7EYL5lMfr7aDjDGZnvXIKm0jgpIzLNpIj86xz9hbOgtc0KVMgUKwNicw__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
[2026-02-15 11:48:02,450][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:48:02,583][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:48:02,623][httpx][INFO] - HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdd236468d709f181ea4/072c4594d24ec2ca80ed648ea29902a5868d77a01619b008da4a9eee38896aa1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260215T114802Z&X-Amz-Expires=3600&X-Amz-Signature=7b0046a087f0198c60c338d19ab83d3d289a9af86a4577ceb5228d5dc5c59cbb&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%270000.parquet%3B+filename%3D%220000.parquet%22%3B&x-id=GetObject&Expires=1771159682&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MTE1OTY4Mn19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRkMjM2NDY4ZDcwOWYxODFlYTQvMDcyYzQ1OTRkMjRlYzJjYTgwZWQ2NDhlYTI5OTAyYTU4NjhkNzdhMDE2MTliMDA4ZGE0YTllZWUzODg5NmFhMSoifV19&Signature=u0x85Bh8tk41tApWM6ePeORZK7hifEt4kUr7hsKmO5fSUDpGs3XBBKL7QZbzWaHXVbVZs7%7EnCrBjDKb9RwLK5nEghuquwH2wrdctd2fpDkh2hEuJxayKbfHsCGcMGK8Dix6kILmj8AsnA-5fTd-seS-exspL8mVT3pAQbmqWwOmpAI5hq1XziwHfq-he-ia13ObvXvRodXoDQH5AHXu-WVEv7Bvw5S3pMpNcE3t-rngr75sgI0WUSmn9AhSEHleTg1RWStiZal74JFeH%7EzM2wySvPbquNLg%7EYL5lMfr7aDjDGZnvXIKm0jgpIzLNpIj86xz9hbOgtc0KVMgUKwNicw__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
[2026-02-15 11:50:34,052][huggingface_hub.utils._http][WARNING] - 'The read operation timed out' thrown while requesting GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet
[2026-02-15 11:50:34,052][huggingface_hub.utils._http][WARNING] - Retrying in 1s [Retry 1/5].
[2026-02-15 11:50:35,462][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:50:35,597][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:50:38,113][httpx][INFO] - HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdd236468d709f181ea4/072c4594d24ec2ca80ed648ea29902a5868d77a01619b008da4a9eee38896aa1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260215T115035Z&X-Amz-Expires=3600&X-Amz-Signature=0ff7bff43d2b56a46d6eb1c19fb899a5118e814723cf9c91efcc7276eb53a3d3&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%270000.parquet%3B+filename%3D%220000.parquet%22%3B&x-id=GetObject&Expires=1771159835&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MTE1OTgzNX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRkMjM2NDY4ZDcwOWYxODFlYTQvMDcyYzQ1OTRkMjRlYzJjYTgwZWQ2NDhlYTI5OTAyYTU4NjhkNzdhMDE2MTliMDA4ZGE0YTllZWUzODg5NmFhMSoifV19&Signature=W5O1QMdKGq01y30a44j%7EN2lCAOlU%7Etko9yXxerPNbf6mxrePf%7E889Kb5opu5I8CBW3z%7E8X74nlkJJDA4pkCfNbhL1FUEm-CVRDfSFPzn9VsbA7Gfp0tsd%7E5fj5cJBcejZdKKBBWntIyexSxVfRGuXsGiI%7ECoilTf4PqfrKXRhoJCuK0qcUs-sMOrindc6DeDD3L86dNG6uwclAYqjMXVEuqOOXap%7ErqefMmqRFMsvBOV2zEDKj86LRhUCTx0EoL7%7EuxfQZNcnhStH5%7ESz2Gwmwmm62DnD-e%7EK1EZh-MoG08bohq135TxB4Mq%7EgI0-4xYTJchcZUbFTtA8gksCEtgsw__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
[2026-02-15 11:54:57,157][huggingface_hub.utils._http][WARNING] - 'The read operation timed out' thrown while requesting GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet
[2026-02-15 11:54:57,157][huggingface_hub.utils._http][WARNING] - Retrying in 2s [Retry 2/5].
[2026-02-15 11:54:59,354][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:54:59,499][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:54:59,618][httpx][INFO] - HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdd236468d709f181ea4/072c4594d24ec2ca80ed648ea29902a5868d77a01619b008da4a9eee38896aa1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260215T115459Z&X-Amz-Expires=3600&X-Amz-Signature=7606c17a6530bcb8e8108110fb7602e8e16f18549a420238574b2a489a0f5000&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%270000.parquet%3B+filename%3D%220000.parquet%22%3B&x-id=GetObject&Expires=1771160099&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MTE2MDA5OX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRkMjM2NDY4ZDcwOWYxODFlYTQvMDcyYzQ1OTRkMjRlYzJjYTgwZWQ2NDhlYTI5OTAyYTU4NjhkNzdhMDE2MTliMDA4ZGE0YTllZWUzODg5NmFhMSoifV19&Signature=gL%7EnSJqZNtRm9ChaBKDCThOUvkKQO3mNHfukGMwlQPl-3qKtBNVWQUs4HUFWltvED6OYK964ON0IlQJvEN%7EH0ERi1kBO6Sk2jk4MaeIdPY0ARMO7EOTqp4WGsSuKXwUsslvHFVf7HhbD1s08Wyd0k9Vk6nvR6jUL3pbKcivHwkTaFw%7Ea2KI3d6BwSRK8EHDDER836UfArPsX9%7EvjWBP3cUdYzlIt4qm5%7Et5OypdlWnSPXiXM36WpLNviNkT3fAXOOI%7EuVV-4NWnxqxVNbz1e1SV3qJZDwrmZwRaMofkKWz3xJUplz7XvSyonYxe-DVmoQxQPOtXz%7EpqsnC1by-OIkQ__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
[2026-02-15 11:56:33,219][huggingface_hub.utils._http][WARNING] - 'The read operation timed out' thrown while requesting GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet
[2026-02-15 11:56:33,219][huggingface_hub.utils._http][WARNING] - Retrying in 4s [Retry 3/5].
[2026-02-15 11:56:37,419][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:56:37,570][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:56:47,641][huggingface_hub.utils._http][WARNING] - '_ssl.c:993: The handshake operation timed out' thrown while requesting GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet
[2026-02-15 11:56:47,642][huggingface_hub.utils._http][WARNING] - Retrying in 8s [Retry 4/5].
[2026-02-15 11:56:55,815][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 307 Temporary Redirect"
[2026-02-15 11:56:55,945][httpx][INFO] - HTTP Request: GET https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean/validation/0000.parquet "HTTP/1.1 302 Found"
[2026-02-15 11:56:56,347][httpx][INFO] - HTTP Request: GET https://cas-bridge.xethub.hf.co/xet-bridge-us/621ffdd236468d709f181ea4/072c4594d24ec2ca80ed648ea29902a5868d77a01619b008da4a9eee38896aa1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Credential=cas%2F20260215%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260215T115655Z&X-Amz-Expires=3600&X-Amz-Signature=1102f8e22c45a18d659e1e93bb2c8a3c5ec0db3f1b5f153cb3a1267c63e524b3&X-Amz-SignedHeaders=host&X-Xet-Cas-Uid=public&response-content-disposition=inline%3B+filename*%3DUTF-8%27%270000.parquet%3B+filename%3D%220000.parquet%22%3B&x-id=GetObject&Expires=1771160215&Policy=eyJTdGF0ZW1lbnQiOlt7IkNvbmRpdGlvbiI6eyJEYXRlTGVzc1RoYW4iOnsiQVdTOkVwb2NoVGltZSI6MTc3MTE2MDIxNX19LCJSZXNvdXJjZSI6Imh0dHBzOi8vY2FzLWJyaWRnZS54ZXRodWIuaGYuY28veGV0LWJyaWRnZS11cy82MjFmZmRkMjM2NDY4ZDcwOWYxODFlYTQvMDcyYzQ1OTRkMjRlYzJjYTgwZWQ2NDhlYTI5OTAyYTU4NjhkNzdhMDE2MTliMDA4ZGE0YTllZWUzODg5NmFhMSoifV19&Signature=t2hXkSS9-2Y30n75kYPJ%7EHgrFetIn7Zy4Tl0pE9BTHoBqGUGvxrOftrlJgMIc0j4JZrUrfF9S7VG776IFGXBwQDgu9tVDscXuta%7EU34ltkXyFPMlN7Y8ItS3iE-ity9ksI3dJ4MsuBFMJBM8m3dSb9fWhj4y1ENaAL59yBJm8ltQCnsYVbLNh%7EeyLZlbbawQ6T5bBf%7E79K1pJnkMu3yGDItI0ESL8KXvkv20bc0tGcECdhL1bQx3jKRstiCA%7E3fjP7phCC5o4BiwVx2KE2UnfIGNdkH8OtZZKlpTECeTmeeyLqmlPFjuxlLKZhYVjsUyzZqg-MmGSDpFARstu9LtZw__&Key-Pair-Id=K2L8F4GPSG1IFC "HTTP/1.1 206 Partial Content"
