[2026-02-14 16:50:35,898][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:37,278][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/wav2vec2-base/0b5b8e868dd84f03fd87d01f9c4ff0f080fecfe8/tokenizer_config.json "HTTP/1.1 200 OK"
[2026-02-14 16:50:37,390][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:37,502][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:37,614][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:37,642][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/facebook/wav2vec2-base/0b5b8e868dd84f03fd87d01f9c4ff0f080fecfe8/config.json "HTTP/1.1 200 OK"
[2026-02-14 16:50:37,756][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/model.safetensors "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:37,863][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/model.safetensors.index.json "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:37,978][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/pytorch_model.bin "HTTP/1.1 302 Found"
[2026-02-14 16:50:38,101][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/main/model.safetensors "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:38,213][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base "HTTP/1.1 200 OK"
[2026-02-14 16:50:38,343][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/commits/main "HTTP/1.1 200 OK"
[2026-02-14 16:50:38,473][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/discussions?p=0 "HTTP/1.1 200 OK"
[2026-02-14 16:50:38,598][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/models/facebook/wav2vec2-base/commits/refs%2Fpr%2F11 "HTTP/1.1 200 OK"
[2026-02-14 16:50:38,720][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/refs%2Fpr%2F11/model.safetensors.index.json "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:38,827][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/facebook/wav2vec2-base/resolve/refs%2Fpr%2F11/model.safetensors "HTTP/1.1 302 Found"
[2026-02-14 16:50:38,829][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:38,939][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:38,968][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/openslr/librispeech_asr/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/README.md "HTTP/1.1 200 OK"
[2026-02-14 16:50:39,074][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/librispeech_asr.py "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:39,182][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/librispeech_asr.py "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:39,544][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/librispeech_asr/librispeech_asr.py "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:39,678][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/revision/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1 "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:39,787][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/revision/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1 "HTTP/1.1 200 OK"
[2026-02-14 16:50:39,898][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/.huggingface.yaml "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:40,023][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:40,260][httpx][INFO] - HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=librispeech_asr "HTTP/1.1 404 Not Found"
[2026-02-14 16:50:40,370][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:40,480][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftest?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:40,590][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:40,699][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:40,806][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:40,920][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.100?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:41,035][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:41,150][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Ftrain.360?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:41,280][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:41,394][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/openslr/librispeech_asr/tree/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/clean%2Fvalidation?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-14 16:50:41,513][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-14 16:50:41,622][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/openslr/librispeech_asr/resolve/71cacbfb7e2354c4226d01e70d77d5fca3d04ba1/dataset_infos.json "HTTP/1.1 404 Not Found"
